# time  ID  size  fromHost  toHost  TTL  isResponse
2855.0000 A200 20 Avenue_12 Avenue_15 300 N 
2871.0000 A201 20 Street_2 Avenue_19 300 N 
2881.0000 A202 20 Avenue_14 Street_1 300 N 
2892.0000 A203 20 DENVpatients_0 Avenue_11 300 N 
2903.0000 A204 20 Street_5 Street_1 300 N 
2917.0000 A205 20 Avenue_19 Street_2 300 N 
2936.0000 A206 20 Street_5 Street_9 300 N 
2955.0000 A207 20 Hospital_21 Street_7 300 N 
2972.0000 A208 20 Avenue_20 Street_4 300 N 
2982.0000 A209 20 Street_10 Street_1 300 N 
2997.0000 A210 20 Street_1 Hospital_21 300 N 
3014.0000 A211 20 Avenue_11 Street_9 300 N 
3033.0000 A212 20 DENVpatients_0 Street_7 300 N 
3049.0000 A213 20 Street_3 Avenue_15 300 N 
3068.0000 A214 20 Street_7 Avenue_19 300 N 
3086.0000 A215 20 Avenue_20 Avenue_17 300 N 
3097.0000 A216 20 Avenue_14 Hospital_21 300 N 
3115.0000 A217 20 Avenue_18 Street_9 300 N 
3131.0000 A218 20 Street_3 Street_8 300 N 
3143.0000 A219 20 Avenue_14 Street_3 300 N 
3159.0000 A220 20 Avenue_12 Avenue_20 300 N 
3172.0000 A221 20 Street_5 Street_4 300 N 
3182.0000 A222 20 Street_2 Street_1 300 N 
3193.0000 A223 20 Street_5 Street_4 300 N 
3204.0000 A224 20 Avenue_17 Avenue_18 300 N 
3223.0000 A225 20 Street_2 DENVpatients_0 300 N 
3239.0000 A226 20 Avenue_15 Avenue_19 300 N 
3256.0000 A227 20 Avenue_12 Street_1 300 N 
3275.0000 A228 20 Hospital_21 DENVpatients_0 300 N 
3285.0000 A229 20 Street_1 Avenue_12 300 N 
3300.0000 A230 20 Avenue_16 Street_9 300 N 
3318.0000 A231 20 Avenue_13 Street_9 300 N 
3336.0000 A232 20 Avenue_18 Avenue_20 300 N 
3348.0000 A233 20 Avenue_12 Street_5 300 N 
3363.0000 A234 20 Street_1 Hospital_21 300 N 
3376.0000 A235 20 Street_5 Street_1 300 N 
3393.0000 A236 20 Avenue_12 Avenue_19 300 N 
3411.0000 A237 20 Avenue_17 Street_4 300 N 
3423.0000 A238 20 Avenue_18 Avenue_14 300 N 
3435.0000 A239 20 DENVpatients_0 Street_5 300 N 
3448.0000 A240 20 Avenue_14 Street_7 300 N 
3460.0000 A241 20 Avenue_11 Avenue_20 300 N 
3473.0000 A242 20 Avenue_12 Avenue_19 300 N 
3492.0000 A243 20 Avenue_12 DENVpatients_0 300 N 
3506.0000 A244 20 DENVpatients_0 Street_4 300 N 
3523.0000 A245 20 Street_7 Avenue_16 300 N 
3537.0000 A246 20 Street_2 Street_7 300 N 
3549.0000 A247 20 Avenue_16 Street_6 300 N 
3566.0000 A248 20 Street_5 Avenue_20 300 N 
3584.0000 A249 20 Street_4 Street_2 300 N 
3601.0000 A250 20 Street_4 Street_6 300 N 
3618.0000 A251 20 Avenue_17 Avenue_18 300 N 
3632.0000 A252 20 Avenue_19 Street_2 300 N 
3643.0000 A253 20 Street_1 Street_2 300 N 
3659.0000 A254 20 Street_9 Avenue_11 300 N 
3676.0000 A255 20 Street_1 Street_10 300 N 
3687.0000 A256 20 Street_5 Street_1 300 N 
3705.0000 A257 20 Street_2 Avenue_20 300 N 
3717.0000 A258 20 Avenue_13 DENVpatients_0 300 N 
3735.0000 A259 20 Avenue_12 Avenue_18 300 N 
3750.0000 A260 20 Avenue_17 Street_9 300 N 
3767.0000 A261 20 Street_2 Avenue_14 300 N 
3781.0000 A262 20 Avenue_15 Avenue_19 300 N 
3800.0000 A263 20 Avenue_14 Street_9 300 N 
3819.0000 A264 20 Street_7 Avenue_11 300 N 
3832.0000 A265 20 Avenue_20 Avenue_19 300 N 
3842.0000 A266 20 Street_2 Street_3 300 N 
3861.0000 A267 20 Avenue_15 Street_5 300 N 
3872.0000 A268 20 Avenue_13 DENVpatients_0 300 N 
3889.0000 A269 20 Avenue_19 Avenue_14 300 N 
3906.0000 A270 20 Avenue_19 Avenue_20 300 N 
3917.0000 A271 20 Street_9 Avenue_19 300 N 
3932.0000 A272 20 Avenue_13 Avenue_15 300 N 
3948.0000 A273 20 Avenue_13 Hospital_21 300 N 
3965.0000 A274 20 Avenue_11 Avenue_16 300 N 
3981.0000 A275 20 Avenue_18 Avenue_17 300 N 
3999.0000 A276 20 Avenue_16 Avenue_15 300 N 
4012.0000 A277 20 Avenue_19 Hospital_21 300 N 
4022.0000 A278 20 Avenue_15 Hospital_21 300 N 
4036.0000 A279 20 Avenue_16 Street_9 300 N 
4046.0000 A280 20 Avenue_20 DENVpatients_0 300 N 
4063.0000 A281 20 Street_5 Street_6 300 N 
4075.0000 A282 20 Street_7 Avenue_18 300 N 
4087.0000 A283 20 Street_9 Street_10 300 N 
4103.0000 A284 20 Avenue_14 Avenue_19 300 N 
4113.0000 A285 20 Avenue_12 Avenue_19 300 N 
4130.0000 A286 20 Street_3 Avenue_16 300 N 
4142.0000 A287 20 Street_8 Avenue_12 300 N 
4158.0000 A288 20 Avenue_12 Street_6 300 N 
4171.0000 A289 20 Hospital_21 Avenue_20 300 N 
4186.0000 A290 20 Street_4 Street_3 300 N 
4197.0000 A291 20 Avenue_18 Street_7 300 N 
4214.0000 A292 20 Street_8 Street_5 300 N 
4229.0000 A293 20 Avenue_17 Avenue_13 300 N 
4241.0000 A294 20 Street_4 Avenue_18 300 N 
4259.0000 A295 20 Street_5 Avenue_18 300 N 
4269.0000 A296 20 Street_8 Avenue_11 300 N 
4281.0000 A297 20 Street_8 Avenue_15 300 N 
4296.0000 A298 20 Avenue_15 Street_4 300 N 
4310.0000 A299 20 Street_6 Avenue_13 300 N 
4325.0000 A300 20 Avenue_17 Street_7 300 N 
4336.0000 A301 20 Street_7 Avenue_12 300 N 
4349.0000 A302 20 Avenue_20 Avenue_12 300 N 
4361.0000 A303 20 Street_6 Street_4 300 N 
4375.0000 A304 20 Hospital_21 Avenue_17 300 N 
4387.0000 A305 20 Avenue_13 Avenue_14 300 N 
4399.0000 A306 20 Street_8 Avenue_17 300 N 
4411.0000 A307 20 Avenue_12 DENVpatients_0 300 N 
4428.0000 A308 20 Avenue_20 Street_10 300 N 
4444.0000 A309 20 Avenue_16 Avenue_11 300 N 
4457.0000 A310 20 Avenue_11 Avenue_19 300 N 
4468.0000 A311 20 Street_5 Street_6 300 N 
4485.0000 A312 20 Avenue_17 Avenue_19 300 N 
4500.0000 A313 20 Avenue_12 Street_7 300 N 
4512.0000 A314 20 Avenue_16 Street_7 300 N 
4528.0000 A315 20 Avenue_16 Avenue_12 300 N 
4547.0000 A316 20 Street_9 Avenue_14 300 N 
4563.0000 A317 20 Street_7 Avenue_17 300 N 
4581.0000 A318 20 Avenue_19 Avenue_14 300 N 
4596.0000 A319 20 Avenue_19 Street_1 300 N 
4607.0000 A320 20 Avenue_18 Avenue_12 300 N 
4623.0000 A321 20 Hospital_21 Avenue_12 300 N 
4637.0000 A322 20 Street_4 Avenue_17 300 N 
4654.0000 A323 20 Street_7 Street_1 300 N 
4670.0000 A324 20 Hospital_21 Avenue_20 300 N 
4681.0000 A325 20 Hospital_21 Street_6 300 N 
4698.0000 A326 20 Avenue_20 Hospital_21 300 N 
4713.0000 A327 20 Street_1 Street_5 300 N 
4729.0000 A328 20 Street_3 Avenue_19 300 N 
4741.0000 A329 20 Avenue_11 Street_6 300 N 
4760.0000 A330 20 Avenue_16 Street_1 300 N 
4771.0000 A331 20 Street_6 Avenue_20 300 N 
4790.0000 A332 20 Avenue_16 Avenue_12 300 N 
4801.0000 A333 20 Avenue_15 Street_8 300 N 
4818.0000 A334 20 Street_7 Street_1 300 N 
4836.0000 A335 20 Avenue_11 Street_6 300 N 
4848.0000 A336 20 Avenue_12 DENVpatients_0 300 N 
4865.0000 A337 20 Street_6 Street_4 300 N 
4877.0000 A338 20 Avenue_17 Avenue_12 300 N 
4893.0000 A339 20 Avenue_15 Avenue_17 300 N 
4906.0000 A340 20 Street_9 Avenue_14 300 N 
4918.0000 A341 20 Avenue_14 Street_3 300 N 
4934.0000 A342 20 Street_2 Street_7 300 N 
4952.0000 A343 20 Avenue_15 Street_3 300 N 
4969.0000 A344 20 Street_10 Avenue_17 300 N 
4979.0000 A345 20 Avenue_12 Avenue_19 300 N 
4997.0000 A346 20 Street_7 DENVpatients_0 300 N 
5008.0000 A347 20 DENVpatients_0 Avenue_18 300 N 
5021.0000 A348 20 Street_5 Street_7 300 N 
5034.0000 A349 20 Hospital_21 Street_9 300 N 
5048.0000 A350 20 Avenue_18 Avenue_16 300 N 
5065.0000 A351 20 Street_3 Street_5 300 N 
5082.0000 A352 20 Avenue_20 Avenue_11 300 N 
5098.0000 A353 20 Avenue_13 Avenue_11 300 N 
5111.0000 A354 20 Avenue_13 Street_1 300 N 
5130.0000 A355 20 Avenue_13 Street_9 300 N 
5142.0000 A356 20 Hospital_21 DENVpatients_0 300 N 
5159.0000 A357 20 DENVpatients_0 Street_8 300 N 
5174.0000 A358 20 Avenue_13 Hospital_21 300 N 
5188.0000 A359 20 Street_10 DENVpatients_0 300 N 
5207.0000 A360 20 Street_9 Avenue_19 300 N 
5224.0000 A361 20 Street_8 Street_9 300 N 
5236.0000 A362 20 Street_3 Avenue_17 300 N 
5250.0000 A363 20 Avenue_19 Avenue_13 300 N 
5268.0000 A364 20 Avenue_12 Street_1 300 N 
5278.0000 A365 20 Avenue_12 Avenue_16 300 N 
5294.0000 A366 20 Street_8 Street_10 300 N 
5311.0000 A367 20 Street_9 Street_7 300 N 
5324.0000 A368 20 Avenue_18 Avenue_19 300 N 
5341.0000 A369 20 Street_4 Avenue_19 300 N 
5354.0000 A370 20 Street_9 Street_4 300 N 
5367.0000 A371 20 DENVpatients_0 Street_7 300 N 
5381.0000 A372 20 Avenue_18 Street_10 300 N 
5398.0000 A373 20 Street_3 Street_8 300 N 
5412.0000 A374 20 Avenue_15 Avenue_13 300 N 
5422.0000 A375 20 Street_1 Street_2 300 N 
5441.0000 A376 20 Street_7 Avenue_20 300 N 
5453.0000 A377 20 Avenue_15 Avenue_13 300 N 
5467.0000 A378 20 Avenue_11 Street_2 300 N 
5485.0000 A379 20 Avenue_18 Street_6 300 N 
5495.0000 A380 20 Street_2 Avenue_17 300 N 
5514.0000 A381 20 DENVpatients_0 Street_9 300 N 
5530.0000 A382 20 Avenue_11 Avenue_15 300 N 
5546.0000 A383 20 Avenue_14 Avenue_20 300 N 
5561.0000 A384 20 Hospital_21 Avenue_12 300 N 
5573.0000 A385 20 Street_1 Street_6 300 N 
5583.0000 A386 20 Avenue_17 Street_3 300 N 
5594.0000 A387 20 Avenue_11 Street_3 300 N 
5605.0000 A388 20 Street_3 Street_4 300 N 
5618.0000 A389 20 Avenue_15 Avenue_11 300 N 
5636.0000 A390 20 Street_9 Avenue_16 300 N 
5651.0000 A391 20 Street_5 Street_9 300 N 
5662.0000 A392 20 Avenue_16 Avenue_11 300 N 
5675.0000 A393 20 Avenue_17 Avenue_14 300 N 
5685.0000 A394 20 DENVpatients_0 Avenue_20 300 N 
5704.0000 A395 20 Avenue_18 Street_5 300 N 
5716.0000 A396 20 Street_9 Avenue_20 300 N 
5734.0000 A397 20 Avenue_16 Street_5 300 N 
5751.0000 A398 20 Street_8 Avenue_15 300 N 
5763.0000 A399 20 Avenue_13 Street_10 300 N 
5776.0000 A400 20 Avenue_18 Avenue_20 300 N 
5789.0000 A401 20 Street_10 Street_9 300 N 
5800.0000 A402 20 Avenue_20 Street_8 300 N 
5819.0000 A403 20 Street_4 Street_5 300 N 
5832.0000 A404 20 Avenue_17 Street_9 300 N 
5845.0000 A405 20 Street_6 Street_2 300 N 
5864.0000 A406 20 Avenue_16 Avenue_18 300 N 
5883.0000 A407 20 Street_9 Avenue_14 300 N 
5896.0000 A408 20 Avenue_19 Avenue_15 300 N 
5908.0000 A409 20 Street_5 Street_6 300 N 
5921.0000 A410 20 Avenue_20 Avenue_15 300 N 
5932.0000 A411 20 Hospital_21 Avenue_13 300 N 
5945.0000 A412 20 Avenue_15 Street_4 300 N 
5957.0000 A413 20 Street_10 Street_3 300 N 
5967.0000 A414 20 Avenue_15 Avenue_19 300 N 
5979.0000 A415 20 Avenue_19 Street_1 300 N 
5997.0000 A416 20 Avenue_14 Hospital_21 300 N 
6009.0000 A417 20 Avenue_14 Avenue_12 300 N 
6023.0000 A418 20 Street_8 Avenue_11 300 N 
6038.0000 A419 20 Avenue_18 Avenue_11 300 N 
6051.0000 A420 20 Street_2 Avenue_11 300 N 
6063.0000 A421 20 Street_2 Avenue_18 300 N 
6079.0000 A422 20 Street_7 DENVpatients_0 300 N 
6095.0000 A423 20 DENVpatients_0 Street_3 300 N 
6110.0000 A424 20 Avenue_12 Street_10 300 N 
6126.0000 A425 20 Street_3 Street_5 300 N 
6139.0000 A426 20 Street_10 Street_3 300 N 
6149.0000 A427 20 Avenue_17 Avenue_14 300 N 
6162.0000 A428 20 Avenue_12 DENVpatients_0 300 N 
6173.0000 A429 20 Street_7 Street_1 300 N 
6185.0000 A430 20 Street_4 Street_3 300 N 
6201.0000 A431 20 Street_6 Avenue_14 300 N 
6212.0000 A432 20 Avenue_13 Street_7 300 N 
6225.0000 A433 20 Street_10 Avenue_16 300 N 
6235.0000 A434 20 Street_9 Street_3 300 N 
6254.0000 A435 20 Avenue_20 Avenue_14 300 N 
6268.0000 A436 20 Avenue_11 Avenue_19 300 N 
6282.0000 A437 20 Street_6 Street_8 300 N 
6298.0000 A438 20 Avenue_13 Avenue_20 300 N 
6316.0000 A439 20 Street_6 Avenue_15 300 N 
6333.0000 A440 20 Avenue_20 Street_9 300 N 
6345.0000 A441 20 Street_3 Street_4 300 N 
6358.0000 A442 20 Street_4 Street_7 300 N 
6368.0000 A443 20 Street_3 Hospital_21 300 N 
6380.0000 A444 20 Avenue_16 Street_6 300 N 
6396.0000 A445 20 Hospital_21 Avenue_15 300 N 
6407.0000 A446 20 Avenue_12 DENVpatients_0 300 N 
6421.0000 A447 20 Street_3 Avenue_13 300 N 
6433.0000 A448 20 Hospital_21 Avenue_16 300 N 
6443.0000 A449 20 Avenue_18 Street_4 300 N 
6457.0000 A450 20 Avenue_19 DENVpatients_0 300 N 
6471.0000 A451 20 Street_1 Avenue_18 300 N 
6490.0000 A452 20 Street_5 Avenue_15 300 N 
6500.0000 A453 20 Hospital_21 Avenue_16 300 N 
6510.0000 A454 20 Avenue_11 DENVpatients_0 300 N 
6528.0000 A455 20 Street_2 Avenue_20 300 N 
6540.0000 A456 20 Avenue_12 Street_3 300 N 
6558.0000 A457 20 Avenue_15 Street_8 300 N 
6573.0000 A458 20 Street_4 Street_1 300 N 
6583.0000 A459 20 Street_9 Avenue_14 300 N 
6598.0000 A460 20 Avenue_13 Street_9 300 N 
6614.0000 A461 20 Street_1 Avenue_17 300 N 
6631.0000 A462 20 Avenue_17 Street_8 300 N 
6650.0000 A463 20 Avenue_16 DENVpatients_0 300 N 
6663.0000 A464 20 Avenue_19 Hospital_21 300 N 
6673.0000 A465 20 DENVpatients_0 Street_10 300 N 
6688.0000 A466 20 Street_10 Street_8 300 N 
6704.0000 A467 20 Street_5 Street_1 300 N 
6715.0000 A468 20 Avenue_11 DENVpatients_0 300 N 
6729.0000 A469 20 Street_10 Avenue_16 300 N 
6741.0000 A470 20 Avenue_11 Street_7 300 N 
6754.0000 A471 20 Avenue_16 Avenue_18 300 N 
6773.0000 A472 20 Avenue_14 Avenue_11 300 N 
6789.0000 A473 20 Street_7 Avenue_13 300 N 
6806.0000 A474 20 DENVpatients_0 Street_2 300 N 
6822.0000 A475 20 Avenue_20 Avenue_15 300 N 
6836.0000 A476 20 Avenue_13 Street_4 300 N 
6848.0000 A477 20 DENVpatients_0 Street_5 300 N 
6858.0000 A478 20 Avenue_11 Avenue_18 300 N 
6875.0000 A479 20 Street_1 Avenue_16 300 N 
6887.0000 A480 20 Avenue_13 Street_5 300 N 
6900.0000 A481 20 Avenue_18 Avenue_11 300 N 
6917.0000 A482 20 DENVpatients_0 Avenue_20 300 N 
6935.0000 A483 20 Avenue_11 DENVpatients_0 300 N 
6953.0000 A484 20 Street_7 Avenue_16 300 N 
6969.0000 A485 20 Avenue_18 Street_8 300 N 
6986.0000 A486 20 Avenue_14 Street_2 300 N 
7005.0000 A487 20 Street_9 Street_3 300 N 
7024.0000 A488 20 DENVpatients_0 Avenue_20 300 N 
7036.0000 A489 20 Avenue_11 Avenue_12 300 N 
7054.0000 A490 20 Street_10 Avenue_13 300 N 
7068.0000 A491 20 Street_8 Street_2 300 N 
7087.0000 A492 20 Street_5 Street_1 300 N 
