# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
7408.9000 A335 2000000 1 2622.9000 Street_9 Avenue_12 256 N Street_9->Avenue_12
7410.4000 A233 2000000 2 4070.4000 Street_8 Avenue_12 232 N Street_8->Street_9->Avenue_12
7548.0000 A447 2000000 2 1153.0000 Avenue_12 Street_1 280 N Avenue_12->Street_9->Street_1
7549.5000 A257 2000000 1 3866.5000 Avenue_14 Street_4 235 N Avenue_14->Street_4
7549.5000 A141 2000000 1 5547.5000 Street_1 Street_9 207 N Street_1->Street_9
7551.0000 A384 2000000 1 2036.0000 Street_4 Avenue_14 266 N Street_4->Avenue_14
7552.5000 A453 2000000 2 1064.5000 Avenue_11 Avenue_14 282 N Avenue_11->Street_4->Avenue_14
7561.0000 A312 2000000 2 3111.0000 Avenue_19 Avenue_12 248 N Avenue_19->Street_1->Avenue_12
7562.5000 A464 2000000 1 896.5000 Street_1 Avenue_12 285 N Street_1->Avenue_12
7598.6000 A220 2000000 1 4457.6000 Avenue_13 Avenue_15 225 N Avenue_13->Avenue_15
7600.1000 A414 2000000 1 1689.1000 Avenue_15 Avenue_13 271 N Avenue_15->Avenue_13
7823.1000 A86 2000000 1 6589.1000 Avenue_16 Street_9 190 N Avenue_16->Street_9
7824.6000 A168 2000000 1 5428.6000 Avenue_16 Street_9 209 N Avenue_16->Street_9
8092.4000 A417 2000000 1 2137.4000 Avenue_11 Avenue_14 264 N Avenue_11->Avenue_14
8093.9000 A144 2000000 1 6047.9000 Avenue_14 Avenue_11 199 N Avenue_14->Avenue_11
8095.4000 A253 2000000 1 4473.4000 Avenue_14 Avenue_11 225 N Avenue_14->Avenue_11
8096.9000 A115 2000000 2 6443.9000 Street_10 Avenue_11 192 N Street_10->Avenue_14->Avenue_11
8098.4000 A291 2000000 1 3938.4000 Avenue_14 Avenue_11 234 N Avenue_14->Avenue_11
8120.1000 A536 2000000 1 400.1000 Avenue_17 Street_1 293 N Avenue_17->Street_1
8251.9000 A118 2000000 1 6559.9000 Street_3 Avenue_19 190 N Street_3->Avenue_19
8391.7000 A553 2000000 1 431.7000 Avenue_16 Street_9 292 N Avenue_16->Street_9
8428.0000 A50 2000000 2 7712.0000 Street_4 Street_9 171 N Street_4->Street_3->Street_9
8429.5000 A360 2000000 2 3266.5000 Avenue_16 Street_3 245 N Avenue_16->Street_9->Street_3
8560.6000 A474 2000000 1 1736.6000 Avenue_11 Street_1 271 N Avenue_11->Street_1
8562.1000 A534 2000000 1 874.1000 Street_1 Avenue_11 285 N Street_1->Avenue_11
8563.6000 A556 2000000 1 551.6000 Street_1 Avenue_11 290 N Street_1->Avenue_11
8758.1000 A578 2000000 1 435.1000 Avenue_14 Street_1 292 N Avenue_14->Street_1
8759.6000 A387 2000000 2 3203.6000 Avenue_19 Avenue_14 246 N Avenue_19->Street_1->Avenue_14
8847.7000 A413 2000000 1 2948.7000 Street_5 Street_10 250 N Street_5->Street_10
9040.0000 A548 2000000 1 1157.0000 Avenue_11 Street_8 280 N Avenue_11->Street_8
9387.0000 A444 2000000 1 3040.0000 Street_8 Street_1 249 N Street_8->Street_1
9388.5000 A563 2000000 1 1280.5000 Street_8 Street_1 278 N Street_8->Street_1
9517.5000 A465 2000000 1 2841.5000 Avenue_18 Street_2 252 N Avenue_18->Street_2
9707.0000 A485 2000000 2 2738.0000 Avenue_17 Street_3 254 N Avenue_17->Street_4->Street_3
9713.6000 A420 2000000 1 3718.6000 Street_1 Street_8 238 N Street_1->Street_8
9715.1000 A371 2000000 1 4391.1000 Street_1 Street_8 226 N Street_1->Street_8
9828.1000 A306 2000000 2 5461.1000 Avenue_12 Avenue_19 208 N Avenue_12->Street_5->Avenue_19
9829.6000 A499 2000000 1 2633.6000 Street_5 Avenue_19 256 N Street_5->Avenue_19
