# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
13999.3000 INFECTEDmsg412 804391 1 1430.3000 p66 p14 n/a N p66->p14
14576.7000 INFECTEDmsg115 649119 3 11067.7000 p61 p58 n/a N p61->p88->p9->p58
14682.7000 INFECTEDmsg379 777824 3 3121.7000 p80 p56 n/a N p80->p75->p64->p56
14687.1000 INFECTEDmsg93 539925 2 11851.1000 p17 p56 n/a N p17->p64->p56
14700.1000 INFECTEDmsg366 890929 2 3536.1000 p90 p49 n/a N p90->p48->p49
15147.9000 INFECTEDmsg89 504438 1 12434.9000 p60 p30 n/a N p60->p30
15375.8000 INFECTEDmsg225 772778 1 8509.8000 p76 p47 n/a N p76->p47
15437.0000 INFECTEDmsg257 506725 1 7592.0000 p74 p32 n/a N p74->p32
16630.0000 INFECTEDmsg152 761666 1 11991.0000 p41 p78 n/a N p41->p78
16817.5000 INFECTEDmsg527 551376 1 741.5000 p31 p5 n/a N p31->p5
17089.4000 INFECTEDmsg558 897156 1 63.4000 p47 p48 n/a N p47->p48
17094.2000 INFECTEDmsg281 587844 1 8524.2000 p48 p47 n/a N p48->p47
17294.4000 INFECTEDmsg427 765769 1 4267.4000 p20 p47 n/a N p20->p47
17348.2000 INFECTEDmsg474 554042 1 2892.2000 p39 p33 n/a N p39->p33
17574.2000 INFECTEDmsg561 575696 1 456.2000 p52 p27 n/a N p52->p27
17713.7000 INFECTEDmsg432 596723 2 4533.7000 p47 p74 n/a N p47->p83->p74
17753.5000 INFECTEDmsg437 690684 1 4421.5000 p31 p61 n/a N p31->p61
17781.1000 INFECTEDmsg480 939689 1 3142.1000 p58 p14 n/a N p58->p14
17875.8000 INFECTEDmsg273 890874 1 9546.8000 p41 p28 n/a N p41->p28
18309.4000 INFECTEDmsg511 630389 1 2724.4000 p74 p12 n/a N p74->p12
18405.7000 INFECTEDmsg420 893421 2 5591.7000 p77 p71 n/a N p77->p44->p71
18417.6000 INFECTEDmsg354 927880 1 7620.6000 p51 p35 n/a N p51->p35
18641.7000 INFECTEDmsg410 699684 2 6133.7000 p89 p23 n/a N p89->p38->p23
18645.0000 INFECTEDmsg311 817358 2 9159.0000 p44 p61 n/a N p44->p37->p61
18916.9000 INFECTEDmsg569 884032 2 1552.9000 p11 p90 n/a N p11->p0->p90
18922.6000 INFECTEDmsg196 709045 2 12942.6000 p21 p0 n/a N p21->p90->p0
18960.8000 INFECTEDmsg520 704375 2 3099.8000 p1 p24 n/a N p1->p50->p24
19299.1000 INFECTEDmsg510 575927 1 3745.1000 p24 p74 n/a N p24->p74
19555.0000 INFECTEDmsg97 558247 1 16595.0000 p70 p47 n/a N p70->p47
19562.8000 INFECTEDmsg414 967535 1 6931.8000 p47 p70 n/a N p47->p70
19743.0000 INFECTEDmsg580 769541 2 2043.0000 p80 p55 n/a N p80->p16->p55
20386.1000 INFECTEDmsg269 991745 2 12178.1000 p51 p18 n/a N p51->p72->p18
20753.9000 INFECTEDmsg446 964832 1 7146.9000 p21 p37 n/a N p21->p37
20758.8000 INFECTEDmsg228 603054 1 13800.8000 p21 p37 n/a N p21->p37
21216.3000 INFECTEDmsg546 781443 2 4559.3000 p23 p43 n/a N p23->p60->p43
21319.7000 INFECTEDmsg275 951972 2 12930.7000 p46 p76 n/a N p46->p69->p76
21383.6000 INFECTEDmsg399 914298 2 9211.6000 p69 p38 n/a N p69->p46->p38
21465.8000 INFECTEDmsg222 565636 1 14691.8000 p10 p36 n/a N p10->p36
22397.8000 INFECTEDmsg578 897436 1 4757.8000 p60 p66 n/a N p60->p66
22408.7000 INFECTEDmsg555 924704 2 5474.7000 p53 p68 n/a N p53->p51->p68
22883.8000 INFECTEDmsg571 808061 1 5458.8000 p39 p81 n/a N p39->p81
22959.7000 INFECTEDmsg360 810086 1 11978.7000 p56 p22 n/a N p56->p22
23136.2000 INFECTEDmsg715 784562 2 1314.2000 p54 p67 n/a N p54->p78->p67
23179.0000 INFECTEDmsg582 975093 1 5418.0000 p75 p0 n/a N p75->p0
23518.2000 INFECTEDmsg610 790716 1 4903.2000 p25 p1 n/a N p25->p1
23648.2000 INFECTEDmsg714 989639 1 1857.2000 p31 p68 n/a N p31->p68
24302.2000 INFECTEDmsg750 893730 1 1414.2000 p65 p51 n/a N p65->p51
24499.1000 INFECTEDmsg749 530870 1 1642.1000 p55 p86 n/a N p55->p86
24696.5000 INFECTEDmsg718 729949 1 2783.5000 p74 p24 n/a N p74->p24
24776.3000 INFECTEDmsg586 875893 1 6892.3000 p89 p80 n/a N p89->p80
24826.5000 INFECTEDmsg747 643112 1 2029.5000 p43 p83 n/a N p43->p83
25001.4000 INFECTEDmsg785 855107 1 1041.4000 p19 p56 n/a N p19->p56
25129.3000 INFECTEDmsg657 663962 1 5077.3000 p18 p31 n/a N p18->p31
25252.5000 INFECTEDmsg495 820879 2 10154.5000 p14 p1 n/a N p14->p87->p1
25367.3000 INFECTEDmsg778 857521 1 1620.3000 p0 p41 n/a N p0->p41
25572.2000 INFECTEDmsg33 911084 2 24564.2000 p10 p32 n/a N p10->p90->p32
25940.9000 INFECTEDmsg849 936180 1 28.9000 p30 p45 n/a N p30->p45
26163.6000 INFECTEDmsg517 604591 2 10395.6000 p32 p44 n/a N p32->p8->p44
26219.1000 INFECTEDmsg665 597593 1 5925.1000 p31 p87 n/a N p31->p87
26225.0000 INFECTEDmsg478 843089 3 11647.0000 p10 p35 n/a N p10->p75->p90->p35
26230.5000 INFECTEDmsg328 679362 3 16225.5000 p10 p35 n/a N p10->p75->p90->p35
26443.3000 INFECTEDmsg784 807161 1 2513.3000 p67 p74 n/a N p67->p74
26521.0000 INFECTEDmsg863 565852 1 184.0000 p30 p7 n/a N p30->p7
26525.7000 INFECTEDmsg683 584846 2 5681.7000 p47 p7 n/a N p47->p30->p7
26821.7000 INFECTEDmsg735 921753 2 4390.7000 p6 p34 n/a N p6->p87->p34
27000.3000 INFECTEDmsg566 810238 2 9729.3000 p26 p83 n/a N p26->p70->p83
27007.3000 INFECTEDmsg717 874738 2 5124.3000 p7 p83 n/a N p7->p70->p83
27391.1000 INFECTEDmsg316 889409 2 17752.1000 p51 p27 n/a N p51->p2->p27
27746.6000 INFECTEDmsg504 829772 2 12373.6000 p61 p27 n/a N p61->p21->p27
27795.4000 INFECTEDmsg636 526394 2 8387.4000 p10 p57 n/a N p10->p3->p57
27802.4000 INFECTEDmsg731 869940 1 5493.4000 p57 p3 n/a N p57->p3
27873.4000 INFECTEDmsg565 648452 2 10632.4000 p58 p42 n/a N p58->p90->p42
28435.4000 INFECTEDmsg847 721265 1 2584.4000 p36 p42 n/a N p36->p42
28443.3000 INFECTEDmsg530 811721 2 12277.3000 p48 p43 n/a N p48->p91->p43
29073.3000 INFECTEDmsg801 518593 1 4626.3000 p89 p32 n/a N p89->p32
29169.2000 INFECTEDmsg743 526867 2 6494.2000 p78 p21 n/a N p78->p42->p21
29443.0000 INFECTEDmsg865 978438 2 3045.0000 p11 p24 n/a N p11->p7->p24
29813.2000 INFECTEDmsg806 500808 1 5213.2000 p40 p15 n/a N p40->p15
29951.6000 INFECTEDmsg640 506459 2 10419.6000 p52 p47 n/a N p52->p33->p47
30264.7000 INFECTEDmsg942 663163 2 1515.7000 p40 p18 n/a N p40->p15->p18
30570.8000 INFECTEDmsg853 508943 1 4536.8000 p2 p10 n/a N p2->p10
30762.6000 INFECTEDmsg867 932401 1 4303.6000 p2 p14 n/a N p2->p14
30866.1000 INFECTEDmsg760 794811 2 7672.1000 p2 p72 n/a N p2->p40->p72
30897.3000 INFECTEDmsg626 794910 2 11794.3000 p35 p45 n/a N p35->p32->p45
30903.5000 INFECTEDmsg726 769349 3 8746.5000 p34 p45 n/a N p34->p36->p32->p45
30954.9000 INFECTEDmsg856 718084 2 4828.9000 p19 p25 n/a N p19->p46->p25
31390.9000 INFECTEDmsg791 651445 1 7246.9000 p13 p5 n/a N p13->p5
31394.9000 INFECTEDmsg961 786600 1 2064.9000 p62 p51 n/a N p62->p51
31995.3000 INFECTEDmsg885 553277 1 4986.3000 p47 p58 n/a N p47->p58
32410.4000 INFECTEDmsg807 884470 1 7780.4000 p39 p68 n/a N p39->p68
32426.2000 INFECTEDmsg535 913121 2 16105.2000 p89 p87 n/a N p89->p16->p87
32635.9000 INFECTEDmsg600 542905 2 14327.9000 p85 p7 n/a N p85->p74->p7
32658.7000 INFECTEDmsg960 633395 2 3358.7000 p39 p1 n/a N p39->p68->p1
32743.8000 INFECTEDmsg873 527309 1 6101.8000 p5 p40 n/a N p5->p40
32821.9000 INFECTEDmsg1054 730815 1 661.9000 p45 p27 n/a N p45->p27
32883.2000 INFECTEDmsg914 825465 2 4983.2000 p13 p35 n/a N p13->p15->p35
32890.8000 INFECTEDmsg1026 944119 1 1581.8000 p15 p35 n/a N p15->p35
33280.6000 INFECTEDmsg953 963611 1 4194.6000 p31 p20 n/a N p31->p20
33338.9000 INFECTEDmsg813 836467 2 8525.9000 p88 p60 n/a N p88->p67->p60
33486.5000 INFECTEDmsg699 577123 2 12154.5000 p24 p70 n/a N p24->p71->p70
33621.6000 INFECTEDmsg721 563812 2 11616.6000 p20 p79 n/a N p20->p87->p79
33685.0000 INFECTEDmsg815 518425 1 8812.0000 p49 p21 n/a N p49->p21
33740.0000 INFECTEDmsg923 608585 2 5568.0000 p11 p51 n/a N p11->p2->p51
33880.6000 INFECTEDmsg587 643910 3 15966.6000 p2 p83 n/a N p2->p27->p76->p83
33909.3000 INFECTEDmsg1015 773731 2 2934.3000 p21 p49 n/a N p21->p16->p49
33979.4000 INFECTEDmsg987 667812 1 3857.4000 p53 p23 n/a N p53->p23
34337.7000 INFECTEDmsg956 964124 2 5160.7000 p82 p38 n/a N p82->p0->p38
34360.8000 INFECTEDmsg892 823276 2 7136.8000 p63 p43 n/a N p63->p80->p43
34367.9000 INFECTEDmsg662 875287 2 14164.9000 p16 p43 n/a N p16->p80->p43
34486.8000 INFECTEDmsg995 678121 2 4122.8000 p83 p60 n/a N p83->p76->p60
34575.4000 INFECTEDmsg911 629351 2 6768.4000 p10 p27 n/a N p10->p2->p27
34604.1000 INFECTEDmsg1029 754815 1 3203.1000 p65 p7 n/a N p65->p7
34759.3000 INFECTEDmsg997 628343 1 4333.3000 p60 p88 n/a N p60->p88
34866.0000 INFECTEDmsg1065 983160 1 2369.0000 p89 p42 n/a N p89->p42
35145.2000 INFECTEDmsg1146 565561 1 169.2000 p48 p44 n/a N p48->p44
35232.2000 INFECTEDmsg932 709058 2 6788.2000 p27 p88 n/a N p27->p9->p88
35393.5000 INFECTEDmsg1004 895542 2 4754.5000 p20 p1 n/a N p20->p50->p1
35482.8000 INFECTEDmsg1078 858391 2 2587.8000 p16 p70 n/a N p16->p26->p70
35566.1000 INFECTEDmsg967 910138 1 6051.1000 p90 p8 n/a N p90->p8
35721.7000 INFECTEDmsg988 670008 3 5569.7000 p17 p29 n/a N p17->p33->p13->p29
36290.5000 INFECTEDmsg1032 670442 1 4798.5000 p55 p36 n/a N p55->p36
36360.3000 INFECTEDmsg1062 525848 1 3955.3000 p80 p60 n/a N p80->p60
36591.8000 INFECTEDmsg332 941967 2 26464.8000 p70 p49 n/a N p70->p56->p49
36908.8000 INFECTEDmsg913 647939 2 9039.8000 p81 p1 n/a N p81->p62->p1
37205.9000 INFECTEDmsg1074 897944 2 4432.9000 p79 p47 n/a N p79->p13->p47
37471.5000 INFECTEDmsg1105 533036 1 3750.5000 p11 p10 n/a N p11->p10
37688.4000 INFECTEDmsg1027 758247 2 6349.4000 p12 p18 n/a N p12->p72->p18
37896.3000 INFECTEDmsg1193 619682 2 1489.3000 p44 p54 n/a N p44->p67->p54
37974.3000 INFECTEDmsg939 797620 1 9316.3000 p41 p40 n/a N p41->p40
38157.4000 INFECTEDmsg1239 526587 1 343.4000 p36 p90 n/a N p36->p90
38230.8000 INFECTEDmsg832 581025 2 12836.8000 p53 p61 n/a N p53->p16->p61
38254.9000 INFECTEDmsg927 921893 2 9961.9000 p85 p5 n/a N p85->p32->p5
38447.7000 INFECTEDmsg1170 748719 1 2740.7000 p40 p30 n/a N p40->p30
38583.9000 INFECTEDmsg1083 886104 2 5535.9000 p41 p84 n/a N p41->p68->p84
38589.5000 INFECTEDmsg1202 737664 1 1905.5000 p78 p79 n/a N p78->p79
38672.4000 INFECTEDmsg852 731673 3 12669.4000 p29 p56 n/a N p29->p32->p64->p56
39050.1000 INFECTEDmsg1024 640388 2 7801.1000 p8 p90 n/a N p8->p7->p90
39064.6000 INFECTEDmsg1132 694930 1 4517.6000 p67 p4 n/a N p67->p4
39118.7000 INFECTEDmsg1173 808338 1 3320.7000 p35 p5 n/a N p35->p5
39207.9000 INFECTEDmsg570 607355 3 21812.9000 p80 p26 n/a N p80->p20->p62->p26
39473.3000 INFECTEDmsg1243 813594 1 1536.3000 p62 p32 n/a N p62->p32
39618.6000 INFECTEDmsg1020 912813 1 8491.6000 p69 p43 n/a N p69->p43
39729.6000 INFECTEDmsg1113 714567 1 5762.6000 p68 p65 n/a N p68->p65
39795.7000 INFECTEDmsg1156 880725 1 4516.7000 p50 p3 n/a N p50->p3
39890.8000 INFECTEDmsg1050 980838 2 7851.8000 p72 p75 n/a N p72->p46->p75
40452.2000 INFECTEDmsg789 548346 2 16368.2000 p57 p19 n/a N p57->p48->p19
40491.5000 INFECTEDmsg1070 974836 1 7842.5000 p37 p81 n/a N p37->p81
40529.3000 INFECTEDmsg954 652007 2 11412.3000 p22 p61 n/a N p22->p24->p61
40607.9000 INFECTEDmsg1328 925827 1 72.9000 p11 p3 n/a N p11->p3
40645.7000 INFECTEDmsg1134 865176 2 6038.7000 p2 p46 n/a N p2->p29->p46
40720.4000 INFECTEDmsg1222 766891 1 3426.4000 p1 p12 n/a N p1->p12
41033.2000 INFECTEDmsg1344 774368 1 6.2000 p24 p77 n/a N p24->p77
41826.2000 INFECTEDmsg1037 572856 2 10182.2000 p12 p10 n/a N p12->p33->p10
42083.1000 INFECTEDmsg1248 538209 2 3992.1000 p80 p45 n/a N p80->p26->p45
42088.5000 INFECTEDmsg1332 667392 1 1431.5000 p26 p45 n/a N p26->p45
42208.7000 INFECTEDmsg1148 719522 2 7171.7000 p53 p48 n/a N p53->p91->p48
42304.7000 INFECTEDmsg955 751702 2 13157.7000 p17 p58 n/a N p17->p33->p58
42455.1000 INFECTEDmsg691 941921 3 21365.1000 p8 p90 n/a N p8->p47->p58->p90
42459.4000 INFECTEDmsg1319 532431 1 2199.4000 p90 p58 n/a N p90->p58
42541.4000 INFECTEDmsg1179 574298 2 6560.4000 p43 p58 n/a N p43->p38->p58
42567.0000 INFECTEDmsg1310 667814 2 2582.0000 p47 p19 n/a N p47->p49->p19
42643.8000 INFECTEDmsg1213 547876 2 5624.8000 p80 p39 n/a N p80->p26->p39
42659.6000 INFECTEDmsg1039 969980 2 10954.6000 p5 p89 n/a N p5->p57->p89
42757.0000 INFECTEDmsg1095 537814 3 9342.0000 p12 p78 n/a N p12->p53->p15->p78
42785.1000 INFECTEDmsg1269 555378 2 4054.1000 p38 p70 n/a N p38->p36->p70
42851.7000 INFECTEDmsg1155 555598 2 7602.7000 p12 p89 n/a N p12->p0->p89
42953.1000 INFECTEDmsg694 545396 3 21773.1000 p28 p4 n/a N p28->p67->p89->p4
42964.4000 INFECTEDmsg703 735101 2 21510.4000 p28 p42 n/a N p28->p79->p42
43350.2000 INFECTEDmsg1407 951535 1 405.2000 p90 p42 n/a N p90->p42
43546.9000 INFECTEDmsg1168 602393 3 7901.9000 p34 p48 n/a N p34->p31->p49->p48
43764.5000 INFECTEDmsg1000 978681 3 13247.5000 p79 p10 n/a N p79->p26->p4->p10
43923.0000 INFECTEDmsg1289 950177 2 4582.0000 p75 p61 n/a N p75->p30->p61
44113.5000 INFECTEDmsg1255 866219 1 5810.5000 p0 p54 n/a N p0->p54
44259.3000 INFECTEDmsg773 669559 2 20667.3000 p62 p46 n/a N p62->p26->p46
44353.8000 INFECTEDmsg1161 746625 2 8921.8000 p23 p86 n/a N p23->p77->p86
44455.4000 INFECTEDmsg1380 527714 2 2333.4000 p9 p85 n/a N p9->p26->p85
44487.6000 INFECTEDmsg1312 864680 2 4441.6000 p51 p23 n/a N p51->p67->p23
44495.4000 INFECTEDmsg1366 967209 1 2798.4000 p67 p23 n/a N p67->p23
44598.6000 INFECTEDmsg1107 585065 2 10816.6000 p41 p34 n/a N p41->p7->p34
44701.6000 INFECTEDmsg1236 780134 2 6979.6000 p28 p48 n/a N p28->p84->p48
45187.8000 INFECTEDmsg1111 608120 3 11282.8000 p10 p76 n/a N p10->p91->p83->p76
45261.9000 INFECTEDmsg1479 622607 1 118.9000 p10 p12 n/a N p10->p12
45501.7000 INFECTEDmsg1387 852260 1 3165.7000 p55 p83 n/a N p55->p83
45559.1000 INFECTEDmsg1206 600808 2 8753.1000 p83 p53 n/a N p83->p91->p53
45611.2000 INFECTEDmsg1252 777184 1 7399.2000 p82 p3 n/a N p82->p3
45616.5000 INFECTEDmsg1167 658089 2 10001.5000 p89 p82 n/a N p89->p3->p82
46253.8000 INFECTEDmsg795 678394 2 21988.8000 p77 p36 n/a N p77->p23->p36
46357.1000 INFECTEDmsg1374 822772 1 4418.1000 p28 p64 n/a N p28->p64
46478.3000 INFECTEDmsg1337 608583 2 5668.3000 p31 p40 n/a N p31->p39->p40
46626.1000 INFECTEDmsg965 815754 2 17173.1000 p65 p4 n/a N p65->p88->p4
46750.2000 INFECTEDmsg1376 921817 1 4749.2000 p51 p30 n/a N p51->p30
47186.7000 INFECTEDmsg1500 967585 2 1405.7000 p67 p13 n/a N p67->p79->p13
47630.8000 INFECTEDmsg1229 739073 1 10123.8000 p6 p39 n/a N p6->p39
47985.2000 INFECTEDmsg1536 725469 1 1107.2000 p42 p18 n/a N p42->p18
48052.7000 INFECTEDmsg1515 808688 2 1813.7000 p45 p3 n/a N p45->p61->p3
48121.3000 INFECTEDmsg1354 585216 1 6790.3000 p63 p15 n/a N p63->p15
48194.2000 INFECTEDmsg1504 568384 1 2290.2000 p13 p1 n/a N p13->p1
48471.3000 INFECTEDmsg1273 770153 2 9618.3000 p34 p81 n/a N p34->p47->p81
48571.4000 INFECTEDmsg1467 910071 1 3795.4000 p30 p68 n/a N p30->p68
48704.8000 INFECTEDmsg1142 557633 2 13850.8000 p24 p53 n/a N p24->p13->p53
48753.3000 INFECTEDmsg1472 867274 2 3824.3000 p42 p68 n/a N p42->p76->p68
48858.9000 INFECTEDmsg1561 961234 1 1216.9000 p64 p46 n/a N p64->p46
48883.8000 INFECTEDmsg1537 821367 1 1975.8000 p52 p8 n/a N p52->p8
49113.6000 INFECTEDmsg1518 748326 1 2783.6000 p85 p72 n/a N p85->p72
49114.3000 INFECTEDmsg1572 673607 1 1137.3000 p18 p68 n/a N p18->p68
49194.9000 INFECTEDmsg1347 621301 2 8077.9000 p82 p75 n/a N p82->p8->p75
49257.8000 INFECTEDmsg1402 571915 1 6465.8000 p81 p66 n/a N p81->p66
49315.3000 INFECTEDmsg907 636446 1 21631.3000 p70 p64 n/a N p70->p64
49333.1000 INFECTEDmsg1072 696371 2 16622.1000 p63 p58 n/a N p63->p44->p58
49407.5000 INFECTEDmsg1079 648402 3 16482.5000 p74 p27 n/a N p74->p44->p21->p27
50002.6000 INFECTEDmsg1581 717020 1 1751.6000 p71 p65 n/a N p71->p65
50532.5000 INFECTEDmsg1350 520677 2 9324.5000 p25 p72 n/a N p25->p42->p72
50791.0000 INFECTEDmsg1653 723769 1 343.0000 p87 p13 n/a N p87->p13
50993.8000 INFECTEDmsg1606 732858 1 1981.8000 p18 p77 n/a N p18->p77
51441.3000 INFECTEDmsg1535 676843 2 4593.3000 p2 p9 n/a N p2->p6->p9
51459.0000 INFECTEDmsg1585 531734 2 3086.0000 p83 p72 n/a N p83->p18->p72
52121.5000 INFECTEDmsg1691 522377 1 514.5000 p38 p53 n/a N p38->p53
52177.7000 INFECTEDmsg1391 883636 1 9719.7000 p29 p25 n/a N p29->p25
52571.4000 INFECTEDmsg1507 875082 2 6576.4000 p89 p55 n/a N p89->p50->p55
52667.7000 INFECTEDmsg1524 661089 1 6156.7000 p14 p81 n/a N p14->p81
52746.3000 INFECTEDmsg1186 531809 3 16553.3000 p86 p38 n/a N p86->p52->p28->p38
53598.2000 INFECTEDmsg1528 797147 2 6966.2000 p29 p60 n/a N p29->p55->p60
53712.0000 INFECTEDmsg1358 781334 2 12258.0000 p26 p8 n/a N p26->p35->p8
53785.8000 INFECTEDmsg1267 507354 3 15115.8000 p15 p90 n/a N p15->p78->p28->p90
53851.3000 INFECTEDmsg1556 577915 2 6362.3000 p21 p86 n/a N p21->p63->p86
53856.4000 INFECTEDmsg1464 625979 2 9172.4000 p37 p63 n/a N p37->p86->p63
53933.3000 INFECTEDmsg1583 673985 2 5621.3000 p73 p89 n/a N p73->p78->p89
54018.3000 INFECTEDmsg1601 552301 2 5159.3000 p63 p54 n/a N p63->p12->p54
54100.6000 INFECTEDmsg1630 919552 3 4352.6000 p13 p59 n/a N p13->p68->p79->p59
54140.1000 INFECTEDmsg1460 528763 1 9578.1000 p85 p16 n/a N p85->p16
54145.0000 INFECTEDmsg1090 605044 2 20884.0000 p63 p85 n/a N p63->p16->p85
54347.8000 INFECTEDmsg1687 574311 2 2863.8000 p3 p7 n/a N p3->p20->p7
54396.6000 INFECTEDmsg1679 945469 1 3156.6000 p83 p23 n/a N p83->p23
54696.9000 INFECTEDmsg1367 507287 3 12969.9000 p50 p84 n/a N p50->p85->p28->p84
56010.6000 INFECTEDmsg1624 981804 2 6446.6000 p55 p72 n/a N p55->p60->p72
57106.3000 INFECTEDmsg1846 880858 1 784.3000 p49 p73 n/a N p49->p73
57450.4000 INFECTEDmsg1796 753120 2 2646.4000 p41 p89 n/a N p41->p15->p89
57654.0000 INFECTEDmsg1779 981166 1 3367.0000 p26 p68 n/a N p26->p68
57713.2000 INFECTEDmsg1649 930298 2 7386.2000 p87 p76 n/a N p87->p74->p76
57779.7000 INFECTEDmsg1719 770628 2 5319.7000 p30 p8 n/a N p30->p45->p8
57813.5000 INFECTEDmsg1618 840424 3 8434.5000 p34 p56 n/a N p34->p74->p49->p56
57833.4000 INFECTEDmsg1813 822179 1 2513.4000 p53 p7 n/a N p53->p7
57860.6000 INFECTEDmsg1710 533633 2 5673.6000 p61 p75 n/a N p61->p90->p75
57895.9000 INFECTEDmsg1792 956258 1 3213.9000 p8 p23 n/a N p8->p23
58043.5000 INFECTEDmsg1554 782960 2 10615.5000 p28 p15 n/a N p28->p68->p15
58373.1000 INFECTEDmsg1910 839762 1 92.1000 p43 p33 n/a N p43->p33
58482.5000 INFECTEDmsg1888 571826 1 877.5000 p79 p54 n/a N p79->p54
58968.9000 INFECTEDmsg1484 626372 3 13673.9000 p16 p47 n/a N p16->p31->p81->p47
59122.3000 INFECTEDmsg1657 738890 3 8552.3000 p12 p38 n/a N p12->p54->p85->p38
59208.6000 INFECTEDmsg1765 574120 2 5350.6000 p82 p28 n/a N p82->p83->p28
59336.5000 INFECTEDmsg1894 607893 1 1548.5000 p16 p6 n/a N p16->p6
59341.4000 INFECTEDmsg1856 611884 1 2713.4000 p16 p6 n/a N p16->p6
59358.8000 INFECTEDmsg1493 664304 3 13790.8000 p32 p44 n/a N p32->p63->p89->p44
59391.7000 INFECTEDmsg1763 552120 1 5594.7000 p35 p83 n/a N p35->p83
59443.4000 INFECTEDmsg1628 888343 2 9756.4000 p64 p81 n/a N p64->p26->p81
59658.7000 INFECTEDmsg1758 946276 3 6013.7000 p15 p81 n/a N p15->p31->p43->p81
60487.0000 INFECTEDmsg1958 542354 2 741.0000 p63 p77 n/a N p63->p75->p77
60635.4000 INFECTEDmsg1883 799184 1 3182.4000 p78 p73 n/a N p78->p73
60714.9000 INFECTEDmsg1968 779042 1 664.9000 p9 p20 n/a N p9->p20
60721.2000 INFECTEDmsg1787 784478 1 6191.2000 p20 p9 n/a N p20->p9
