# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
54390.7000 INFECTEDmsg1753 25 2 897.7000 p69 p8 n/a N p69->p10->p8
56002.8000 INFECTEDmsg1624 14 2 6438.8000 p55 p72 n/a N p55->p60->p72
56735.9000 INFECTEDmsg1544 13 3 9612.9000 p37 p39 n/a N p37->p77->p29->p39
57444.4000 INFECTEDmsg1796 10 2 2640.4000 p41 p89 n/a N p41->p15->p89
57773.6000 INFECTEDmsg1719 18 2 5313.6000 p30 p8 n/a N p30->p45->p8
58366.4000 INFECTEDmsg1910 12 1 85.4000 p43 p33 n/a N p43->p33
58478.0000 INFECTEDmsg1888 16 1 873.0000 p79 p54 n/a N p79->p54
60482.7000 INFECTEDmsg1958 24 2 736.7000 p63 p77 n/a N p63->p75->p77
60567.0000 INFECTEDmsg1770 14 2 6556.0000 p60 p21 n/a N p60->p62->p21
60708.7000 INFECTEDmsg1968 12 1 658.7000 p9 p20 n/a N p9->p20
60792.4000 INFECTEDmsg1984 19 1 254.4000 p29 p63 n/a N p29->p63
61432.9000 INFECTEDmsg1827 18 1 5687.9000 p1 p3 n/a N p1->p3
62116.7000 INFECTEDmsg1978 14 1 1760.7000 p54 p86 n/a N p54->p86
63776.8000 INFECTEDmsg2063 19 1 830.8000 p28 p77 n/a N p28->p77
63989.6000 INFECTEDmsg2056 21 2 1256.6000 p58 p36 n/a N p58->p5->p36
64217.7000 INFECTEDmsg1922 10 2 5572.7000 p90 p74 n/a N p90->p85->p74
64525.8000 INFECTEDmsg1990 16 2 3803.8000 p85 p83 n/a N p85->p69->p83
65688.5000 INFECTEDmsg2129 26 1 738.5000 p54 p14 n/a N p54->p14
65856.6000 INFECTEDmsg2139 14 1 599.6000 p61 p23 n/a N p61->p23
66160.0000 INFECTEDmsg2104 11 2 1973.0000 p15 p36 n/a N p15->p8->p36
66935.0000 INFECTEDmsg1957 23 1 7219.0000 p38 p67 n/a N p38->p67
68672.4000 INFECTEDmsg1938 15 3 9536.4000 p25 p82 n/a N p25->p11->p40->p82
69020.1000 INFECTEDmsg2228 27 1 1052.1000 p19 p2 n/a N p19->p2
69420.0000 INFECTEDmsg2098 26 1 5415.0000 p66 p73 n/a N p66->p73
70467.3000 INFECTEDmsg2088 28 2 6764.3000 p65 p75 n/a N p65->p11->p75
70992.6000 INFECTEDmsg2324 21 1 96.6000 p43 p66 n/a N p43->p66
72816.9000 INFECTEDmsg2325 14 1 1889.9000 p19 p56 n/a N p19->p56
72917.2000 INFECTEDmsg2347 16 1 1319.2000 p11 p37 n/a N p11->p37
73949.1000 INFECTEDmsg2268 11 2 4759.1000 p81 p49 n/a N p81->p73->p49
74423.6000 INFECTEDmsg2348 13 2 2794.6000 p71 p16 n/a N p71->p57->p16
74675.2000 INFECTEDmsg2341 12 1 3260.2000 p87 p31 n/a N p87->p31
74964.8000 INFECTEDmsg2309 17 2 4525.8000 p73 p31 n/a N p73->p62->p31
75785.5000 INFECTEDmsg2229 15 2 7786.5000 p31 p52 n/a N p31->p1->p52
76703.4000 INFECTEDmsg2474 18 1 1231.4000 p57 p32 n/a N p57->p32
77816.3000 INFECTEDmsg2147 13 3 12317.3000 p15 p79 n/a N p15->p60->p9->p79
78247.3000 INFECTEDmsg2546 12 1 583.3000 p52 p36 n/a N p52->p36
78541.5000 INFECTEDmsg2527 20 1 1457.5000 p89 p53 n/a N p89->p53
80485.2000 INFECTEDmsg2609 27 1 890.2000 p63 p83 n/a N p63->p83
80788.2000 INFECTEDmsg2631 10 1 527.2000 p3 p51 n/a N p3->p51
82228.0000 INFECTEDmsg2656 15 1 1203.0000 p86 p34 n/a N p86->p34
82408.6000 INFECTEDmsg2690 10 1 346.6000 p21 p31 n/a N p21->p31
83692.3000 INFECTEDmsg2740 28 1 105.3000 p51 p81 n/a N p51->p81
83834.9000 INFECTEDmsg2532 10 2 6600.9000 p79 p66 n/a N p79->p41->p66
84623.2000 INFECTEDmsg2680 10 1 2865.2000 p26 p14 n/a N p26->p14
86399.3000 INFECTEDmsg2556 13 2 8427.3000 p13 p57 n/a N p13->p76->p57
